30;214820201,214820201
40;214826955,214826955
45;214826953,214826953
85;214706452,214706452
175;214840378,214840378
185;214554234,214554234
250;214587384,214587384
265;214551868,214551868
285;214840762,214840762
320;214539262,214539262
325;214838503
340;214684513
385;214718203
400;214832557,214832557
405;214515883
415;214840419,214840419
510;214684513,214684513
605;214820938
610;214839313,214839313
645;214579730
660;214820450
725;214826897,214826897
775;214826705,214826705
785;214821296,214821296
850;214716999
865;214716015,214716015
885;214839313,214839313
895;214639305,214639305
940;214840993,214840993
975;214535621
980;214587307,214587307
1045;214513378,214513378
1050;214716932,214716932
1055;214800262,214800262
1180;214827030,214827030
1185;214826615
1195;214821392,214821392
1210;214826897,214826897
1225;214819562
1240;214712537,214712537
1250;214695540
1330;214539262,214539262
1340;214836761,214836761
1350;214686086
1360;214587305
1385;214714586,214714586
1420;214718220,214718220
1485;214717860,214717860
1530;214829310,214829310
1535;214601462,214601462
1585;214821011,214821011
1595;214835582,214835582
1605;214600502,214600502
1630;214839313,214839313
1680;214545939,214545939
1820;214826705,214826705
1835;214832559,214832559
2220;214602270,214602270
2225;214594680,214594680
2235;214652182,214652182
2275;214826705,214826705
2380;214716971,214716971
2430;214748336,214748336
2655;214835713,214835713
2970;214716935,214716935
2995;214832653,214832653
3055;214596435,214596435
3110;214687642,214687642
3115;214696434,214696434
3180;214714760,214714760
3225;214648554,214648554
3360;214826705,214826705
3440;214841060,214841060
3455;214826829,214826829
3485;214586711,214586711
3560;214839902,214839902
3650;214833802,214833802
3680;214829737,214829737
3720;214718160,214718160
3785;214716930,214716930
3810;214684093,214684093
3885;214587028,214587028
3905;214748336,214748336
3935;214684093,214684093
4115;214691293,214691293
4150;214826623,214826623
4190;214711661,214711661
4295;214587898,214587898
4300;214718160,214718160
4475;214819721,214819721
4490;214820441,214820441
4565;214821279,214821279
4595;214716982,214716982
4635;214600922,214600922
4905;214644958,214644958
5000;214711295,214711295
5035;214537037,214537037
5085;214580302,214580302
5090;214702895,214702895
5125;214826897,214826897
5375;214717003,214717003
5415;214680935,214680935
5480;214821275,214821275
5575;214560476,214560476
5675;214577518,214577518
5815;214691390,214691390
6055;214826700,214826700
6225;214821275,214821275
6320;214826810,214826810
6370;214842294,214842294
6495;214536399,214536399
6625;214699065,214699065
6645;214826955,214826955
6695;214737337,214737337
6705;214828987,214828987
6735;214829282,214829282
6810;214833800,214833800
6815;214645963,214645963
6835;214539845,214539845
6875;214596227,214596227
6930;214748300,214748300
7095;214838503,214838503
7305;214826702,214826702
7310;214839313,214839313
7330;214820394,214820394
7350;214543095,214543095
7365;214536399,214536399
7450;214588837,214588837
7640;214639177,214639177
7660;214840453,214840453
7850;214821309,214821309
8095;214827028,214827028
8295;214826955,214826955
8375;214819725,214819725
8415;214821279,214821279
8470;214746339,214746339
8610;214826893,214826893
8640;214826705,214826705
9045;214839313,214839313
9175;214826897,214826897
9180;214716973,214716973
9205;214601805,214601805
9240;214702839,214702839
9320;214708267,214708267
9385;214711280,214711280
9605;214826810,214826810
9710;214532070,214532070
9740;214768136,214768136
9880;214669730,214669730
9905;214536440,214536440
9915;214838831,214838831
10165;214826715,214826715
10195;214829312,214829312
10440;214567052,214567052
10465;214821302,214821302
10495;214840762,214840762
10655;214819721,214819721
10725;214821279,214821279
11020;214748338,214748338
11030;214820814,214820814
11190;214826953,214826953
11275;214718160,214718160
11455;214839313,214839313
11640;214696374,214696374
11695;214821397,214821397
11790;214718160,214718160
11795;214826803,214826803
11870;214821305,214821305
12000;214716992,214716992
12090;214684093,214684093
12150;214641129,214641129
12275;214509084,214509084
12325;214819472,214819472
12330;214819472,214819472
12410;214820392,214820392
12475;214838364,214838364
12480;214826955,214826955
12565;214838503,214838503
12590;214829282,214829282
12615;214832447,214832447
12630;214826803,214826803
12775;214743335,214743335
12835;214826705,214826705
13015;214545883,214545883
13365;214594680,214594680
13600;214539236,214539236
13660;214826810,214826810
13685;214826623,214826623
13795;214545832,214545832
13810;214718203,214718203
13905;214825839,214825839
14035;214586857,214586857
14420;214738449,214738449
14545;214691735,214691735
14645;214820261,214820261
14665;214539262,214539262
14690;214714790,214714790
14865;214716977,214716977
14870;214716977,214716977
14935;214717410,214717410
15015;214838550,214838550
15145;214717003,214717003
15180;214582550,214582550
15245;214708168,214708168
15310;214662821,214662821
15365;214828867,214828867
15390;214684513,214684513
15405;214820261,214820261
15470;214553936,214553936
15530;214560354,214560354
15570;214829741,214829741
15660;214826955,214826955
15675;214663256,214663256
15720;214612920,214612920
15770;214601227,214601227
15960;214509000,214509000
15995;214838100,214838100
16450;214839313,214839313
16505;214709681,214709681
16650;214536422,214536422
16695;214748338,214748338
16720;214800268,214800268
16735;214829844,214829844
16915;214819526,214819526
17110;214826803,214826803
17345;214587915,214587915
17490;214826801,214826801
17650;214509073,214509073
17680;214820252,214820252
17775;214821290,214821290
17780;214587671,214587671
17800;214838503,214838503
17870;214708239,214708239
17895;214827026,214827026
17910;214821028,214821028
17935;214586805,214586805
18005;214680360,214680360
18260;214541355,214541355
18360;214515825,214515825
18410;214716932,214716932
18460;214826810,214826810
18480;214839313,214839313
18510;214774689,214774689
18515;214580357,214580357
18565;214826623,214826623
18645;214585395,214585395
18755;214819387,214819387
18765;214601233,214601233
18785;214829741,214829741
18845;214826891,214826891
19040;214821373,214821373
19430;214680360,214680360
19450;214532070,214532070
19745;214829310,214829310
19750;214639618,214639618
19760;214534580,214534580
19780;214716926,214716926
19935;214561687,214561687
19960;214547077,214547077
19990;214600989,214600989
19995;214826955,214826955
20000;214826955,214826955
20050;214696430,214696430
20220;214838244,214838244
20345;214709807,214709807
20390;214826897,214826897
20480;214819490,214819490
20500;214532038,214532038
20520;214587292,214587292
20650;214691396,214691396
20735;214696997,214696997
20760;214536427,214536427
20790;214820385,214820385
20840;214826801,214826801
20845;214744530,214744530
20950;214791688,214791688
21035;214585397,214585397
21175;214585395,214585395
21275;214609442,214609442
21280;214537479,214537479
21375;214718220,214718220
21400;214833802,214833802
21610;214761834,214761834
21630;214826705,214826705
21700;214821020,214821020
21895;214532072,214532072
21925;214832559,214832559
22135;214717005,214717005
22255;214717860,214717860
22360;214518690,214518690
22410;214832516,214832516
22465;214509013,214509013
22585;214537967,214537967
22630;214716935,214716935
22635;214516117,214516117
22725;214821037,214821037
